id,displayName,mail
6316a303-5f43-4051-99b0-b0ddadc33b42,4_WORLD HISTORY 1 HONORS_HEUERMANN_EHS_S2_22-23,Section_2023_486_419819-473469@lwsd.org
63194441-7bf0-42e1-8e24-ef049ae94ac4,5_ENGLISH 6 QUEST_KING_EMS_S1_23-24,Section_2024_374_278151-512096@lwsd.org
6319aab9-c290-4db2-a29f-4b915d349798,PE 2_OMEARA_THORE_23-24,Section_2024_102_ELM270-878294@lwsd.org
631d90b6-519b-418c-8c6f-c3270ce76c8e,2_SPANISH 2_WEBER_LWHS_S1_22-23,Section_2023_484_234476-478401@lwsd.org
631ebc74-f52d-45f8-b9e4-dc5d0bcf5b51,9_ADMINISTRATOR_LASSINGER [16]_LWHS_YR_23-24,Section_2024_484_675388-508973@lwsd.org
6321e17c-5f9e-444d-8b16-548da3f49e87,3_AMERICAN SIGN LANGUAGE III_COOPER_RHS_S1_22-23,Section_2023_485_258955-473769@lwsd.org
632288a8-d4ad-437f-ab9a-c2b08d85cc50,4_TEACHER ASSISTANT _WHITWORTH_IMS_S1_23-24,Section_2024_377_327778-529152@lwsd.org
63229f0a-55a5-4867-8a1b-0164aba4a4d7,SAFETY NET ELA_EGGERT_DISCV_22-23,Section_2023_113_ELM850-EGG@lwsd.org
63242560-84dd-4474-a4b9-d1d183717de2,EHS - deVidal sandbox - deVidal,GR-CT-cdevidal-SB@lwsd.org
63263d9b-8c98-45e4-bad7-f95c80ed2969,4_ROBOTICS_BESHURES_RMS_S1_22-23,Section_2023_371_163299-495882@lwsd.org
632b5582-baf0-4ca1-892e-f7f09777222e,jpalmer Sandbox,GR-CT-jpalmer-SB@lwsd.org
632b7b6b-917d-42e0-890e-89bbf1c37001,IMS Black Student Union,IMSBlackStudentUnion@lwsd.org
632bd85f-9f23-497c-bbb4-bd7d6efcfc0b,4_STUDY HALL_HALEY [8]_ICS_YR_22-23,Section_2023_479_897192-525803@lwsd.org
632e5dc2-bbfa-4a0e-98d1-e4dc5cfdfb4b,Grade 1_PENA_BART_22-23,Section_2023_128_273588-PEN@lwsd.org
63303cc8-4faf-4594-a550-982d0bb24bfe,MUSIC - 2nd - Hinami,Section_2024_141_ELM265-881178@lwsd.org
633133a7-7c63-4ab5-9030-9112d554e40e,10_HOMEROOM-HIGH SCHOOL_LENCE-BROWN [13]_LWHS_YR_23-24,Section_2024_484_921437-508890@lwsd.org
63330070-d12f-4f5f-adc7-e32954918fac,Educator Introduction Academy 2020,GR-EducatorIntroductionAcademy2020@lwsd.org
633c4296-22d8-4170-9187-872cee2279b3,3_PEER TUTOR-SPECIAL ED_FONTE_IMS_S2_22-23,Section_2023_377_325575-481913@lwsd.org
6345991f-9f5d-4afd-b9ca-bd3a90129384,7_ENGLISH 9_HOPKINS_LWHS_S2_22-23,Section_2023_484_624914-478105@lwsd.org
63462470-1c9c-442b-b257-456f990603cd,Grade 3_OVERLAND_EOLS_22-23,Section_2023_195_412712-OVE@lwsd.org
63471476-5261-47be-a147-be0cffc1aaa5,EHS - CHAMBER ORCH - PER 6 HARRIS,Section_2023_486_355317-473044@lwsd.org
6348b5ff-30e3-4b93-85bc-269388426a0d,1_PEER TUTOR_ARTZ_JHS_S2_22-23,Section_2023_482_766213-517543@lwsd.org
634a2a08-1409-4458-938d-dade6cca3a61,MUSIC 2_LATIOLAIS_THORE_22-23,Section_2023_102_ELM265-797167@lwsd.org
634ff991-85b4-4108-99cd-7b0fed31d071,4_POTTERY_WISHON_FHMS_S1_22-23,Section_2023_363_539182-485737@lwsd.org
63512bb3-83e5-49c6-8249-01ed198e3c1a,SPANISH 2 Chaves SRVOS S1 22-23,Section_2023_495_627145-496530@lwsd.org
6351f3e7-5a30-43e6-92d7-85a1f3d6482b,8th SCIENCE-P.6-CAMPANA-S1,Section_2023_372_679357-482882@lwsd.org
635534b3-57d5-460c-bce1-4838bf2c81ef,1_CHILD CARE ASSISTANT_BUMGARNER_EMHS_N7_22-23,Section_2023_480_811326-500215@lwsd.org
63555723-2c8d-419e-b19a-d2950edbbd78,7_TEACHER ASSISTANT_MULLIN_LWHS_S1_22-23,Section_2023_484_945885-499879@lwsd.org
63573c65-b842-4394-8db1-bfeb9be65334,2_TEACHER ASSISTANT_BURNSTEAD_RHS_S1_22-23,Section_2023_485_799511-499888@lwsd.org
635a0fd4-de53-4355-86f6-501dff2b6cef,LWHS-APE-Collier-2022-P3,Section_2023_484_681353-478768@lwsd.org
635c2a39-41ef-4492-883c-490cfb730734,5_ENGLISH 6_MANSOURZADEH_KIMS_S1_22-23,Section_2023_365_882668-495039@lwsd.org
635d14f1-6d64-487d-858f-a7bb5fc1474c,cwavra Sandbox,GR-CT-cwavra-SB@lwsd.org
635eb780-dbb7-45bf-b705-5051d98ee153,CORE - EmHS - Pd 3 - Dan W - 22-23,Section_2023_480_265724-490528@lwsd.org
635ec7f6-2e31-4c72-bbc0-469674050138,9_ADMINISTRATOR_MACKENZIE [26]_LWHS_YR_23-24,Section_2024_484_975999-508984@lwsd.org
635eebfc-47c4-488c-a47d-cdb3ed74b73a,jyin Sandbox,GR-CT-jyin-SB@lwsd.org
6360840d-261a-4b2c-8fd7-d09223eace42,RMS - ENGLISH 7 Period 5 - Johnson,Section_2023_371_289843-483337@lwsd.org
6360f024-d3c3-4882-89f4-4d4f0635c029,5_SOCIAL STUDIES 6_ADELSMAN_KIMS_S2_22-23,Section_2023_365_541652-485481@lwsd.org
636b07ae-35d1-4f9b-9aeb-7448a6cc7ca3,FRA - Library Sandbox,GR-CT-lclawson-SB@lwsd.org
636cdf1d-5e1b-4d1e-b0b5-5c76a61c90f1,megandrews Sandbox,GR-CT-megandrews-SB@lwsd.org
636dc481-5292-4115-b8b5-186a11f344b4,5_COMMUNITY TRAINING_MORGAN_RMS_S1_23-24,Section_2024_371_824875-525604@lwsd.org
63720828-dc66-4661-9359-d15119b74d13,2_FOOD SCIENCE_EVANS_JHS_S2_22-23,Section_2023_482_657648-495762@lwsd.org
6373c070-9c3f-4d84-aa9a-b32612251071,10_FALCON TIME_WISHON [33]_FHMS_YR_22-23,Section_2023_363_539182-486141@lwsd.org
637b48d4-ca2a-4d07-ae55-ae8c6a2db1c8,1_CASS_S2_MORAIS_FHMS_22-23,Section_2023_363_946451-486032@lwsd.org
637e0715-5f74-4e36-aaa6-a9af07dd302b,PE 3_KORBY_THORE_22-23,Section_2023_102_ELM370-933367@lwsd.org
63810a3f-ca40-4fb2-bcf6-b5f2ae7da8d2,2_CERAMICS_ROSS_EMK12_S2_22-23,Section_2023_112_478171-487243@lwsd.org
6381d4e6-d2a2-449f-89ff-536644c9b4df,1_ENGLISH 9 HONORS_ESSINGER_EHS_S2_22-23,Section_2023_486_927164-472505@lwsd.org
6381e292-01bc-46c2-910a-da8ebfe71852,K5 HIGHLY CAPABLE MATH_NAKATSU_MUIR_23-24,Section_2024_126_ELM845-NAK@lwsd.org
638ec5eb-3da6-444f-8177-67811c76f69b,Language Arts - Int. B - Andrada,Section_2023_360_314496-497246@lwsd.org
63964d78-cb06-4f56-898a-7716a2363be2,SPANISH 1 Per 7 JOHNSEN RHS 22-23,Section_2023_485_185194-475436@lwsd.org
6397789e-6351-4547-92e0-54163493cb9f,4_TEACHER ASSISTANT_WARD_EHS_S1_22-23,Section_2023_486_441996-500234@lwsd.org
639a79c8-9d6c-4910-abe2-11b26d3513d3,PD 2 McCorkle PE,Section_2023_371_673864-483763@lwsd.org
639c71d5-424b-4561-ab93-425fdc4df481,4_PEER TUTOR_RANIERI_TESLA_S1_23-24,Section_2024_487_897694-512827@lwsd.org
639d1813-2523-4b69-b815-254cbf3435ae,1_TEACHER ASSISTANT_BAILEY_JHS_S1_22-23,Section_2023_482_962676-500125@lwsd.org
639de7db-9ca5-4e90-98d1-9a92372c4b83,SPECIALISTS_BARDIN [BAR]_MUIR_23-24,Section_2024_126_ELM901-BAR@lwsd.org
639ec1a5-79d6-44ba-87f8-788f4ad2c196,9_LEARNING CENTER-_FRALEY [89]_EMHS_N8_22-23,Section_2023_480_178559-491192@lwsd.org
63a03634-9637-4139-86b1-39adf2b1513a,6_WIND ENSEMBLE-BAND 3_HUBERMAN_RHS_S2_22-23,Section_2023_485_688219-476041@lwsd.org
63a06016-4ff6-48f9-8ad1-a99add59d07c,9_WORKSITE LEARNING_BUMGARNER_EMHS_N6_22-23,Section_2023_480_811326-516805@lwsd.org
63a1e019-5793-49bd-ad9c-48eae9cb67f6,6_TEACHER ASSISTANT _HEINRICH_IMS_S1_22-23,Section_2023_377_723949-500817@lwsd.org
63a476e5-c0d1-4702-9350-08aa5aaa5d4d,SPECIALISTS_PAUTLER [PAU]_KELLE_22-23,Section_2023_104_ELM901-PAU@lwsd.org
63a59f7a-cd6f-4448-a956-88da928e70dc,10_ADVISORY CLASS_LAULAINEN [6M]_RHMS_S1_22-23,Section_2023_369_592657-500177@lwsd.org
63a760ad-f75a-42c0-9ea8-6a14d2b6c4fc,0_PROVIDER_WIERSUM [WIE]_EHS_YR_23-24,Section_2024_486_273629-504298@lwsd.org
63a7610b-93da-438b-8bf9-8c43855a552f,4_ENGLISH 9_WAVRA_RHS_S1_23-24,Section_2024_485_774795-505062@lwsd.org
63a80f4e-4597-47b0-9604-9b38cd7e3aa6,7_ONLINE COURSE_RUNNING [07]_TESLA_S1_23-24,Section_2024_487_254911-513457@lwsd.org
63ab1d3e-074f-48b5-904d-5f65a73853ca,Multilingual Library,GR-FHMS-BookClub-SCA@lwsd.org
63ac9134-50ae-4ece-98eb-0fe4712a1be4,KYoung Sandbox,GR-CT-KYoung-SB@lwsd.org
63af9b0b-6321-41d2-8319-1b7e6ec3ae62,LWHS_7th_CITES_WILSON_22-23,Section_2023_484_913761-479215@lwsd.org
63aff570-7be9-4693-996a-d5cbad8ff4c6,0_GRAD STANDARDS_COOK [COO]_EHS_YR_23-24,Section_2024_486_615396-504372@lwsd.org
63b2aebc-e7dd-452d-b503-18485c0c7458,4_TEACHER ASSISTANT_COVINGTON_TESLA_S1_22-23,Section_2023_487_696368-488167@lwsd.org
63b6e21c-a993-4f36-97fc-0b4b9dee7c2c,6_TEACHER ASSISTANT_FENWICK_RMS_S2_22-23,Section_2023_371_873253-517540@lwsd.org
63b84433-af88-416f-bd5a-fb9147b900e6,PE 2_3_STRONG_MCAUL_23-24,Section_2024_157_ELM290-689539@lwsd.org
63bb9d51-c535-427b-8d68-4160c9de08c2,4_US HISTORY 2_WA STATE HISTORY_STAPLES_IMS_S2_22-23,Section_2023_377_793384-481875@lwsd.org
63bc71eb-ac41-4c09-beb9-f161a8223501,4_COMMUNITY TRAINING_BECKMAN-RADE_RMS_S1_23-24,Section_2024_371_921341-514427@lwsd.org
63bc7303-fae9-4007-b0cb-e9cf4fd8c542,mbeach Sandbox,GR-CT-mbeach-SB@lwsd.org
63c245a6-117e-4c72-aaba-0b380dc90bbd,10_HOMEROOM-HIGH SCHOOL_ELLIOT [65]_LWHS_YR_23-24,Section_2024_484_594641-508941@lwsd.org
63c3412b-a0d0-4937-9e6a-7b5bd233692a,Psychologists,GR-Psychologists@lwsd.org
63c3eb93-5223-456a-aa39-18741661ce2e,IMS-Algebra-P6-Abero 22-23,Section_2023_377_497472-481752@lwsd.org
63c4db88-1e3a-4ab2-a50e-bfb149d37ff5,6_PA INFO_COMPUTER LIT_ROBINSON_KIMS_Q2_23-24,Section_2024_365_195122-515808@lwsd.org
63c4ed8e-dc96-45da-bd70-3caff1274c6c,10_HOMEROOM-HIGH SCHOOL_TSUKAMAKI [65]_JHS_YR_23-24,Section_2024_482_417854-510517@lwsd.org
63c5fed1-ed77-4251-addb-6dff8ce911bc,Professional Learning Support Team,GR-ProfessionalLearningSupportTeam@lwsd.org
63cc3871-e116-4ea4-8aa6-de53a8c29b6d,3_GEOMETRY_LEWIS_JHS_S1_22-23,Section_2023_482_389645-495682@lwsd.org
63cc7075-bf2c-4863-afca-019f4fa8b389,Grade 1_HENNINGS_LAKEV_22-23,Section_2023_110_645869-HEN@lwsd.org
63cf105a-ee9e-4bce-9d48-86351d3f5b68,1_FRENCH 3_KERN_LWHS_S2_22-23,Section_2023_484_338396-478369@lwsd.org
63d596b0-db47-4a1e-ba08-2a9a9cc293c4,3_ENGLISH 8 QUEST_READ_RMS_S1_22-23,Section_2023_371_439877-483473@lwsd.org
63d6229a-a0c2-430d-b3ba-61dc5d436edc,5_INTERNATIONAL STUDIES 4 HONORS_HOULIHAN_ICS_S2_22-23,Section_2023_479_242379-489010@lwsd.org
63df531e-4841-46a0-9170-fd51d774ef70,RHS - AP Environmental Science - Period 3 - Zwanzig - 23-24,Section_2024_485_513554-504699@lwsd.org
63e18d99-321d-4de4-8ca6-b91ba54928c0,2_PHYSICS_NELSON_RHS_S1_23-24,Section_2024_485_292415-505905@lwsd.org
63e3c47c-088c-4cb5-87e0-9da8574da2b2,2_US HISTORY 1_MCMURTRY_EMS_S2_22-23,Section_2023_374_899279-482434@lwsd.org
63e5d042-b9e3-4374-9b15-483b002aac1e,2_WORLD ANCIENT TO POST CLASS_KING_EHS_S1_23-24,Section_2024_486_661758-502521@lwsd.org
63e6c0d8-6864-457d-848f-ebd593e59e63,1_US HISTORY_FLANAGAN_RHS_S2_22-23,Section_2023_485_536647-476935@lwsd.org
63e729b9-cdad-4e8d-9e2d-0813324e256a,Grade 1_MOSS_JUANE_23-24,Section_2024_103_746267-CAY@lwsd.org
63e7d780-6c93-4f30-b5f6-003853e90468,Grade K_FERRIN_EOLS_22-23,Section_2023_195_789573-FER@lwsd.org
63eb228c-b185-4e26-be06-058fadd9178a,2_MATH 6__HAHN_IMS_S1_22-23,Section_2023_377_135738-495546@lwsd.org
63ec3056-50b8-4a12-82a7-1d4e1b7a7997,8_JAZZ BAND_STEDMAN_KIMS_S2_22-23,Section_2023_365_567988-485517@lwsd.org
63ee939f-574e-4ea6-9c0b-b0fb47031e4f,FHMS/EAS Library,Section_2023_363_ZZZ676@lwsd.org
63ef1292-f0e0-47dc-b2bc-9da99583371f,1_GLASS FUSING_WISHON_FHMS_S2_22-23,Section_2023_363_539182-496834@lwsd.org
63f10593-bb54-49e9-a158-b8117f7d69a2,Ms. Tanya/Ms. Jan AM,Section_2024_120_PRE101-AM4@lwsd.org
63f4bb48-ce3b-4074-8ae7-2d02290ccebf,MULTILINGUAL LEARNERS_FRIESEN_ROCKW_22-23,Section_2023_121_ELM875-FRE@lwsd.org
63f6dd5e-45a0-487f-86b1-38cdf36a20fe,2_ALGEBRA 2 HONORS_JOYCE_LWHS_S2_22-23,Section_2023_484_678542-478573@lwsd.org
63f9bca6-4ca9-4169-9831-762160c9c62f,JHS - P.4 WALKING WELLNESS - PARKER,Section_2024_482_795113-509885@lwsd.org
63fd3b05-e295-4ffd-8fba-91f05332a213,10_HOMEROOM-HIGH SCHOOL_MOORE [62]_LWHS_YR_23-24,Section_2024_484_458732-508938@lwsd.org
63fd9e2c-5c82-4fe9-8ab6-5e7776d41dcd,EHS FIRST Robotics Club,GR-EHS-FirstRoboticsClub-SCA@lwsd.org
63fff80c-79fc-4dc2-b76c-1a17e4ae6a48,Period 1 - Math 8 - Anderson/Ms. Natalie,Section_2023_372_497646-495930@lwsd.org
640092ff-a973-4c7d-95a6-b3a8e28bedb3,4_ENGLISH 9 HONORS_HALE_JHS_S1_22-23,Section_2023_482_973294-478603@lwsd.org
6400d618-b14a-4366-bd80-1ac355cde9f6,RHS - Algebra 2h (p6) - Evertt,Section_2023_485_386965-491450@lwsd.org
64045bd7-adf8-46a7-aefc-ea1cff9da789,MIE Training 8/4/2020,GR-MIETraining842020@lwsd.org
6404efe9-7e6d-4e80-8696-0d0f283e1d9b,10_HOMEROOM 8_MYHRE-TOYODA [05]_KIMS_YR_22-23,Section_2023_365_564297-485692@lwsd.org
6407b838-f6ec-434a-945c-d1930aa5e3bb,Lake Washington Learning Community,GR-LakeWashingtonLearningCommunity@lwsd.org
64081cec-9ef6-4c4f-9d18-631f6bc648cc,6_ART 1-INTRO DRAWING_MINNE_LWHS_S1_22-23,Section_2023_484_456418-477422@lwsd.org
64098d13-8118-4133-a7dc-fa30ddbd34ea,TMS Boys Basketball,GR-TMS-BoysBasketball-SCA@lwsd.org
6409bf26-aca9-4694-98e1-365c1674f0f7,4_AP BIOLOGY_FEDOR_RHS_S1_23-24,Section_2024_485_196394-505861@lwsd.org
6409ce7f-47c7-43c3-b947-fc94b880d990,1_TEACHER ASSISTANT_WESSELS_EHS_S1_22-23,Section_2023_486_637635-475793@lwsd.org
640a16ce-a8e4-4dd3-b123-21f8766df1c0,4_ATTENDANCE ASSISTANT_BELL_LWHS_S1_23-24,Section_2024_484_699335-506643@lwsd.org
64103a8f-aefb-495e-be2d-a7ddf70323ba,FHMS - FALCON TIME - BERGSTROM,Section_2024_363_958119-516558@lwsd.org
64104c3a-dc9f-4a7e-a9b1-2d9ea630e11c,1_PEER TUTOR_KAWABATA_KIMS_S1_23-24,Section_2024_365_872229-529534@lwsd.org
6410d7f6-5026-413a-a6dd-b72a949a348a,2_ADAPTIVE_OWEN KACHIKI_EHS_S2_22-23,Section_2023_486_279114-472272@lwsd.org
641aa2fe-3dfa-463c-af33-05656ef020dd,5_GENERAL MATH_MCEVERS_RHS_S1_22-23,Section_2023_485_291926-474195@lwsd.org
641b4c20-5ec7-426a-8a75-8cdf4a22732d,2_SCIENCE 6_MITCHELL_KIMS_S2_22-23,Section_2023_365_242199-485310@lwsd.org
641ba1c4-9235-4a89-b16c-658dfae804de,Grade K_FORNIA_SANDB_22-23,Section_2023_106_538437-FOR@lwsd.org
641d6847-2f9b-4daa-a8cf-8af2dad54745,0_ML CO TAUGHT_LITTLEFIELD [01]_EMHS_S1_23-24,Section_2024_480_853497-525274@lwsd.org
641dde58-a195-48cb-a03b-dc08c11672f4,2nd Period Language Arts - Erickson/ Shumaker,Section_2024_372_588196-513634@lwsd.org
641fe416-6976-402b-abf1-0ae8bff99dc6,RHS Track Field,GR-RHS-TrackField-SCA@lwsd.org
64210a61-8c21-4593-a6a7-b43c565d5eaf,10_ADVISORY CLASS_LAUL [7D]_RHMS_S1_22-23,Section_2023_369_469988-484788@lwsd.org
64230e28-9c51-4c04-b62f-a484a1d3580b,JHS Chem Club,GR-JHS-ChemClub-SCA@lwsd.org
6424d937-d7de-477f-a61b-a23bec9217d8,Grade K_SOUTHCOTT_BAKER_22-23,Section_2023_131_239326-SOU@lwsd.org
64284c37-e667-4326-a902-1287dcf2d4b7,Learning Center EmHS P2 Andrea & Michelle 22-23,Section_2023_480_178559-491171@lwsd.org
64292a3b-ecec-40ac-b1d5-7311c913a3b2,3_SCIENCE 8_STOVALL_IMS_S1_22-23,Section_2023_377_318383-481573@lwsd.org
642bbe8f-9150-4eb1-8e04-5a96af659451,5: Advanced Software Projects - Puri - 2023/24,Section_2024_486_425173-525855@lwsd.org
642e20ca-63e2-42e5-9238-e8cbca4582af,5_READING_REED_RHMS_S2_22-23,Section_2023_369_863246-484196@lwsd.org
642e6a91-6630-4af7-91ea-6550dab22515,TL-World Languages,GR-TL-WorldLanguages@lwsd.org
642f7093-4a10-4e5e-8ced-d572f2c4762e,5_PIANO 1_FITZGERALD_RHS_S1_22-23,Section_2023_485_891143-476051@lwsd.org
64305a80-c133-483c-86b2-bd93baa5f934,Raven Student Body,RavenStudentBody@lwsd.org
6430b55e-045a-4afc-8319-109875cc8641,2_BIOLOGY IN THE EARTH SYSTEM_TRIBBLE_JHS_S1_23-24,Section_2024_482_888234-510007@lwsd.org
6431595a-6e7d-4231-a809-100a84d3efc0,5_TEACHER ASSISTANT_BRADWISCH_RHS_S1_23-24,Section_2024_485_997644-528467@lwsd.org
6431632e-a2e3-416a-a739-4d814cc0c649,3_MATH 7_HUGH_RHMS_S1_23-24,Section_2024_369_696323-514875@lwsd.org
64327a6f-8c2b-4d64-b3a2-0ed123abbbdd,4_ART_DESIGN I_FLINT_RMS_S2_22-23,Section_2023_371_572632-483984@lwsd.org
64329dba-6f43-4763-8bce-4ba96db16658,Grade K_GERVAIS_SANDB_23-24,Section_2024_106_767614-GER@lwsd.org
643580b6-c062-469f-9ccd-4fb58ff7b059,mballantine Sandbox,GR-CT-mballantine-SB@lwsd.org
64370f7f-a75c-4c78-b712-e0b543a3b3c1,ART 1 EmHS P7 Chelstin 22-23,Section_2023_480_478171-490299@lwsd.org
64398043-bcbc-4ef3-aeba-eaa9afe36d71,CLSIMPSON Sandbox,GR-CT-CLSIMPSON-SB@lwsd.org
643a4fd4-cc16-4a29-9f56-d767dd0578d7,(Per 6) UW Comp Lit 240 - Macomber - S1  2023-24,Section_2024_484_641551-528305@lwsd.org
643cb1c1-5f67-4762-9214-238cda2971c6,5_TEACHER ASSISTANT_KILBORN_EHS_S2_22-23,Section_2023_486_446899-473754@lwsd.org
643ea526-cecc-4429-a506-e129c8a3fe18,6_LEADERSHIP_BROWN_RHMS_22-23,Section_2023_369_367547-497467@lwsd.org
643f81a9-d144-4c73-96f7-d15eb83a7e83,5_TEACHER ASSISTANT_EVERSON_EHS_S1_23-24,Section_2024_486_618821-502889@lwsd.org
64400d30-dc4e-4a17-9e55-441e50baa06e,2_ENGLISH 8_READ_RMS_S1_22-23,Section_2023_371_439877-483427@lwsd.org
644132a0-1136-4f8a-bd86-5be5b734cf5b,RHS - Art 1/P6/22-23/S2 - Chackel,Section_2023_485_772318-473425@lwsd.org
6444c1cf-a0fe-4bd6-8969-2c5522080180,0_SPECIALISTS_LANG [SL2]_RHMS_YR_22-23,Section_2023_369_563644-485050@lwsd.org
644754b5-fead-4146-96b8-4c259ca66060,5_SOCIAL SKILLS_TAYLOR_JHS_S2_22-23,Section_2023_482_599787-478103@lwsd.org
644d8814-b33d-4675-a934-c145b0527ea8,Juanita Elementary Office Safe Arrival Voicemail Group,GR-juanitaelsafearrivalvm@lwsd.org
644ea386-db48-4356-b578-b142641a37ab,MUSIC K_BRACKETT_LAKEV_22-23,Section_2023_110_ELM065-557551@lwsd.org
644f1a53-e9b1-4bd5-ab97-47454ab9ff0d,4_5 QUEST_KOELLING_THORE_23-24,Section_2024_102_524883-BLO@lwsd.org
644fa4da-5bcb-41fe-b81b-c965386a8283,All Third Grade Students,GR-AllThirdGradeStudents@lwsd.org
64542fc0-bc78-490d-bb7c-2f3d56cad3b4,PE 3_ROTHENBERG_MUIR_23-24,Section_2024_126_ELM370-334524@lwsd.org
6457257d-0056-4890-9296-138772d94fd3,6 English 8 Bailey RMS 23-24,Section_2024_371_917752-514175@lwsd.org
645740a5-b2da-42f4-8cb7-03ae4b640280,WA social summit review,GR-WAsocialsummitreview@lwsd.org
6458d9c3-34aa-4eb3-93a4-f0beace6f8b3,sboumenot Sandbox,GR-CT-sboumenot-SB@lwsd.org
64600114-06c3-4812-9e44-bf88eae85f9e,7_ORGANIZATION_MAWHINNEY_LWHS_S1_22-23,Section_2023_484_461386-495912@lwsd.org
6461a8cb-be94-4975-a0ed-00a883832a0a,Grade 3_MCGINNIS_KIRK_22-23,Section_2023_109_221554-MCG@lwsd.org
6462b34d-fe0e-4b1c-8c15-2d27b6ef5519,Grade 3_LEEDS_EINST_23-24,Section_2024_124_864929-LEE@lwsd.org
64676b82-b2f5-4fb1-9da9-d834201b2abe,MRAYDER Sandbox,GR-CT-MRAYDER-SB@lwsd.org
646a7ac1-d4b4-4168-aa61-470694267dc1,4_CIVICS HONORS_RODGERS_EHS_S1_23-24,Section_2024_486_538967-502634@lwsd.org
646c6afe-4fca-474e-8de7-ea5bc368f4ff,7_CULINARY ARTS I_HITCHCOCK_RHS_S1_23-24,Section_2024_485_157736-504713@lwsd.org
646caa9a-8922-4d99-90a6-c4febaab0e7f,7th Grade Fitness - P.1 - Geddes - S.2,Section_2023_372_448352-495305@lwsd.org
646dde78-035d-426e-afd8-d6eee9143c1b,EMS- 7th ELA Per. 1- Shannon,Section_2023_374_119318-482221@lwsd.org
646f78f8-e0b1-4a52-99df-fa2edbed749b,Grade 4_MAYNARD-ASLA_BLACK_22-23,Section_2023_154_498212-MAY@lwsd.org
64704529-01b7-4e5f-924b-1f36eae00a17,LIBRARY 1_JOHNSON_EINST_23-24,Section_2024_124_ELM160-851337@lwsd.org
6471eff5-6220-4fc9-bb57-e42e0caac041,LWHS - Spanish 3  Period 5 - Sidell,Section_2023_484_471897-478436@lwsd.org
64723305-bdcc-4dd2-afd4-9e259488a597,Grade K_WILLIAMS_RHES_23-24,Section_2024_115_449877-WIL@lwsd.org
6475d43e-e60e-4e6a-a5da-385ed6954655,ICS-IND. ART PERIOD 5-RAYDER,Section_2024_479_877124-528821@lwsd.org
6477b0ea-6bad-4e89-8e25-7c9bd542bca0,4_SCIENCE 6_KASPER_EMS_S1_23-24,Section_2024_374_445596-512025@lwsd.org
647cdb4b-d0cb-454c-a9fa-ca9ece28dcd0,10_PANTHER TIME_WANG [27]_KIMS_YR_23-24,Section_2024_365_997894-516135@lwsd.org
647ed238-4dbb-4b32-9a41-f3552516816d,4_ECONOMICS_SCHAFER_TESLA_S2_22-23,Section_2023_487_984733-487549@lwsd.org
647f7ae4-4eaf-4b02-a93a-98ba56ea4869,PE 2_3_BAIR_SMITH_23-24,Section_2024_156_ELM290-121514@lwsd.org
64804e91-e335-4096-b610-47c558dc1fa5,0_LEARNING LAB_PILGRIM-PLAC_OLS_S2_22-23,Section_2023_495_849385-499603@lwsd.org
64869739-30a8-41ea-b32d-b9364047d4b1,6_SOCIAL STUDIES 6 QUEST_SKALISKY_KAMS_S1_23-24,Section_2024_367_862798-515602@lwsd.org
648b2f53-5c6b-4c5e-9328-fd5db6c3abee,5_US HISTORY_YADAV_RHS_S1_22-23,Section_2023_485_125461-476924@lwsd.org
648c7ce5-9567-4201-ac86-22932e0f47d9,SPECIALISTS_PALZER [PAL]_MCAUL_23-24,Section_2024_157_ELM901-PAL@lwsd.org
648d148f-a405-4250-a868-9208e988f9df,nwesterberg Sandbox,GR-CT-nwesterberg-SB@lwsd.org
648efa0b-c00f-4d6b-a09f-3867af175995,LIBRARY 2_JOHNSON_EINST_23-24,Section_2024_124_ELM260-851337@lwsd.org
6494bb99-ff5c-4776-ba7f-de4e8e557bf8,Per 5 Geometry J. Peterson EMS Sem 1 2022-23,Section_2023_374_342291-482369@lwsd.org
64968d81-100c-413e-8056-d673dfe54c48,4_SCIENCE 7_TRIVELPIECE_RHMS_S1_23-24,Section_2024_369_266559-514704@lwsd.org
649b8140-0aae-4ed3-8c31-5af668b58a39,4_SPANISH 1_VALLS_RMS_S1_23-24,Section_2024_371_441731-514217@lwsd.org
649c75db-0167-49c3-a291-af0c38221d1d,WSimmons Sandbox,GR-CT-WSimmons-SB@lwsd.org
649cc50b-569a-4409-9a12-9672f030104c,2-HISTORY THROUGH FILM-DIXON-RHS-S1-22-23,Section_2023_485_849591-476988@lwsd.org
649f6777-3415-4ffe-83bf-4f921ce32d13,Grade 5_FARLEY_CARS_22-23,Section_2023_152_271361-FAR@lwsd.org
649fb93f-1fa4-413d-9df1-08d4ef3be8bd,5_AP CHEMISTRY_HALE_LWHS_S1_22-23,Section_2023_484_484539-479273@lwsd.org
64a16415-a1e6-49a8-8d25-2c74d25d6a90,4_SCIENCE 8_MILLER_RHMS_22-23,Section_2023_369_486238-484174@lwsd.org
64a1ced3-e498-44fa-a03e-fdae66f0dece,10_ADVISORY CLASS_SIERER [8K]_RHMS_S2_22-23,Section_2023_369_199466-484958@lwsd.org
64a52510-1d42-476e-b36a-96a972cc619e,3_CONCERT BAND_STEDMAN_KIMS_S1_22-23,Section_2023_365_567988-485514@lwsd.org
64a5a3af-eb5a-4104-8402-48fb99ae7ebc,IMS Teacher Assistant La/Ss Gustav 6th Period,GR-377-MSXT01-36-RL@lwsd.org
